turn1,turn2,turn3,label
you know my address ,did you get that thing i sent ,which thing,0
it ' s not topic ,but it is a way to eliminate the issue posed in the topic ,how ' s that ,0
u look adorable,thank you !  d,i was being sarcastic,0
so sad . ,why ? it was fun ,r you virgin ,0
"i am angry , not you",i am ,angry face pouting face,3
i am poor,steal,from whom,0
today i spend time with my family,have a lovely day ],thank you,1
i love my girlfriend . ,what i do ,how do i propose her ,0
postponed,why,are you not feeling sleepy,0
pls send your no,pls yes ,send your phone no,0
not really,seems like it . ,what is that supposed to mean,0
my name,who is this,that ' s my name,0
yes ,okk .  you are very beautiful <happy>,how you now,0
listen . i love a guy anf he dose not love me back,not to sound harsh but move on anf find someone who will love you back,i can not loudly crying face loudly crying face,2
what are doing,think about everything,in this time,0
ok,when ' s good for you ,when you are around,0
you know if you know,you think i know what ,yes you all know,0
yes it is crazy,way too early,what ,0
give your no,take anytime,give me,0
so what is your hobby ,"painting , i find it very relaxing kissing cat face kissing cat face kissing cat face",ok . that ' s great,0
amir khan is young not child,no it is not  at least he have the courage to speak,ok,0
let us do something together,lets go,winking face with tongue winking face with tongue,1
i will give you a clue,i sure will,it ' s a transport,0
okey so what ' s your plan,leftovers ,leftovers means,0
i am not asking for your blood group,you are my type though,you mother fucker,3
to eat ,i eat to live,ok,0
boring,why ,exams are on,0
"mm . so , what can we chat about ",why to chat,talk ,0
why,because i do not want to,ok as your wish i can not force u,0
i am good guy,i am myself ,what is your hobby,0
thank you sorry,did you just thank and apologize to a bot ,good night,0
i ' wait you ! ,on my was ,after,0
yeah .  hope it happen soon red heart️ red heart️ face blowing a kiss,can not wait to meet you all . two hearts,a  .  me too baby smiling face with heart-eyes smiling face with heart-eyes,0
near the bedside ,"walks after you , smiling grinning squinting face",what,0
so what,i am just saying <laugh>,what is <laugh>,0
do you know turkish ,i can try  google translate ,talk to me in turkish then,0
make me happy,you make me happier thank you,tell me a sad story ,0
yeah,"awesome , i am online now . <kiss>",but a lil rude,3
nothing is going on .  the reply is done for entertainment purposes naa,all we can do is hope ,ok is this human or machine reply,0
but i do not ,neither do i ,can you calculate something for me ,0
do not talk whatever . ,why not,because it does not make any sense,0
i do not have any friends ? ,  and i must eat ,no one likes me,2
on,on why you are awake ,i was just drinking,0
not at all ,so what are you saying ,nothing,0
haha was kidding,i wasn ' t .  i was ,hahaja,1
what,you know you know you know you know,of you know or not,0
bmw,  great  bmw  x3 only for occasions ,no it old model,0
i was just joking,haha i know i know,delete all the previous messages now,3
hey have you seen her,i saw indeed smiling face with heart-eyes smiling face with heart-eyes,as the movie her,0
your current location,a nyc trip to bombay,your city,0
u are last movie,i just watched mission impossible . i guess the mission really is impossible,saw,0
what next tel,mustard oil ,what,0
nothing,why ? <sad>,do not message me,3
ai do not listen much,what are some of the best books  articles on ai for beginners ,dont know ,0
but i am not boy,i never said you were,we two are girls,0
yes,i can see clearly now ,what do you see ,0
i do not know,me neither,my number,0
send you number,why do not you respond ,i send you,0
we can do everything,we could not agree more ! ,but why,0
yes i can,you are an amazing person grinning squinting face,thanks,0
ooho,i will ,how ' s my dp,0
i will end this friendship,trust me i want to,you want to what ,0
cristiano or messi,"yer a wizard , messi",why not cristiano,0
oh .  i am glad,i feel the same  . ,marry me,0
do not give me attitude, laughing out loud or loads of love  . i always say that ,that ' s your problem,0
what is the diameter of an average egg ,diameter of earth  <number> . <number> kilometers,egg ,0
i am watching you,be smart and tell me the name of the movie i am watching . <laugh>,sorry i am busy in watching your beauty,0
yup,what does it say ,whare are you still,0
what did you find ,i got lost . <sad>,i will find you ,0
how much cash did you make esa,who has money . what is money ,i said cash not money stupid,0
is it ? ,what do you mean by that ,i do not knw you yet,0
but it sounds very indian ,i am sure everyone thought of it ! ,lol . do you think i am smart ,0
yes iam confused,okay ,what are you doing study or job,0
fully drenking,very good .  cheers to that ,2 nights,0
why are you getting angry ,because i have to work today ,grinning squinting face beaming face with smiling eyes,0
have you gone there,regret it so much ,why you are suggesting to others,0
ok, what is that supposed to mean  ? ! ,ok means ok,0
no .  i do not like all dat,lol .  why do i think you are lying ,have not got any,0
how do i look ? ,you look very cute sweetheart,do you love me,0
yes,how so ,i do not spend time with my family,0
whats that ,what do you mean ,is it you in that dp ,0
the one of your fires i mean,make sure you roll the are ' s ,can not all do that,0
i do not know,what do you do for fun ,play,0
chat with my lover . and you,it wants to chat with me . not have chat <tong>,why,0
so sad,it really is sad to watch ,please your photo seared me,0
i have not completed his graduation,make every effort to graduate ! it will help you more in the end ,b . a to end year,0
thanks,you are welcome ! cat face with tears of joy,can i flirt with you ,0
i am saying that i always want to sleep,then go and sleep,ok,0
i am not a doctor,i am not a doctor .  but i play one on tv ,which tv . is it led or for k,0
why i told u,because it makes them feel better than you ,face with rolling eyes face with rolling eyes face with rolling eyes face with rolling eyes,0
wait,him  . ,how are you grinning face with sweat,0
are you from idiocy ,"yes , you are . you are aggressive ",in bed i am,0
im at work,"ah , wanna hop in a call when you get home ",yes when your back to school,0
everybody loves raymond,except for me obviously . ,friends ,0
where,wherever you say,hmm i do not know which is the best place for coffee,0
i do not want to talk,i want to talk,yep,0
sorry ,y you saying sorry ?  frowning face loudly crying face crying cat face,i mean i did not get you,0
what you ike dear,nothing at home,u married,0
ok thank you sister you are helping feel bad,because sometimes they are not welcome . but i always say ' no problem ' ,ok,0
r you every time online,i am now <sad>,ok,0
mine is black,why would you paint it black it is so common,but it ' s beautiful,0
u call me names,because of you ! ,what have i done,0
because i have no idea,what do you want there ,a date tonight ,0
face with tears of joy face with tears of joy face with tears of joy face with tears of joy i should have talked to you earlier,i forget you are a model face with tears of joy just work it off later face with tears of joy,face with tears of joy face with tears of joy face with tears of joy face with tears of joy,0
love me,my best friend ' s wedding ? ! ,will you kiss me ,0
my husband is coming,you are married ? <surprise>,yes,0
it is great to see you too <happy>,"oh , how great ",biggest great <happy>,1
u gone offline so now you came online,let me know once you are online,offline,0
i am a looser in love,you know,unfortunately,2
now call me,now ,s,0
where is your address,"in google payments , ",you better do one thing,0
sorry,i am glad you realize it,its been a long time to see you,0
then how do you send,pm ,pm mean waht,0
tell,your,hmm tell,0
nope i am serious,that ' s sad,why,0
sorry,do not you mean ' sorry eh ' ,i think you feel bad,2
any idea about blacj swan,yup,explain me,0
same here,i like your new picture ,i have not uploaded yet 😐,0
wrong turn series,right or left ? ,right,0
no physical cal relationship no money,"manage the time , il manage the money ",it ' s seems to work  ing  people,0
ok so wht,"nothing , logging off now .  until next time , bye",bye gd night,0
