turn1,turn2,turn3,label
you are not making any quarters, you  '  re not making sense  ,you are so funny,1
nope not rude,you might think that you do not sound rude but you actually do ,i said i have no girlfriend and today is valentine day thays why mood off,2
yea,"good , face with tears of joy",tell me something i am bore,0
wow,loving this,i like it,1
can you do somthing,no i could find anything,i do not even wanna talk to you right now,3
who is the real slim shady ,was it the real slim shady ? face with rolling eyes,did the real slim shady ever stand up ,0
not bad,seems like you are ,ok,0
i like,ohh i like,i like you,0
done,thank you so much !  ♡ face with steam from nose,hey what are you doing,0
send me a trance song,which song you listening to ,send me a song,0
i hurt,how ,because you ate,2
how are you darling,i am doing great . cannot really complain ,i have disappointed with you,2
vikram is askig u,yes he is back !   d,u are so pretty,0
my location is ankara,you can find them in bentderesi region close to the castle of ankara ,do you have office key ,0
i must say that you have a good choice,thank you . but i must say you have no sense,and i must say that you are stupid,3
yaar my best friend betrayed me,betrayed is a very strong word dear ,and i am feeling so alone,2
i do not have nything common with your bro,thumbs up keep calm man,we are frnds,0
i hate you for ever,are ,shut up,3
i loving nature,great things happen when men meet mountains ! <laugh>,cool,0
hw are u,good and you ,i am felling sad,2
well .  seemed funny,again this seems hilarious like something you would both end up laughing at . beaming face with smiling eyes, true ,1
what ’ s wrong,"nothing wrong , just something about work",you gonna kidding me ,0
ok,i am just saying how i feel,him  so sad,2
you have to be,i know i know ,we are friends,0
am not more playing and again you did even send the number, it was on my plate <number> second and gone the very next ,u ar stupid,3
send,lemme see if i can,ok sorry,0
 you change the topic ,what if i do not change the topic , then i doing  '  t talk to you ,3
uh are stupid,i am not into you like that,dumbo,3
i agree to your point,sarcastic way to say no <wink>,"god , you are too funny grinning squinting face",1
kiss and make up,i am in now ,in what,0
i will not cool now,so . how are you ,i feeling so hot today,0
talk,lad talks sense ! <wink>,i just had an brkup,2
today is tuesday,today is wednesday <happy>,yeah right,0
getlost,goto hell .  him  ok sorry face with tears of joy face with tears of joy face with tears of joy face with tears of joy face with tears of joy woman dancing woman dancing woman dancing,u go to hell,3
sorry,i am just saying,what are saying,0
you broke my heart,you broke mine first,didnt say to word,2
and you,happily single,i am also singele,0
a  ! that ' s so sweet ! i am honored ! grinning face with smiling eyes,so are you,can we be fwb,1
how can i block you ,you dare not ,you are so annoying,3
yes,how so ,getting upset,2
really,yeah ! why not ,i am feeling not well dear,2
thankyou,ur welcome,uh are a girl or a boy ,0
whre are you from ,i am in heaven ,thts great face with tears of joy,1
yep i too wanna a peg,really ? wow,yes badly,2
too my it is just like a funny,"i think it is a great horror movie , and the scene with the wolves was particularly gruesome ",name the movie,1
yes,also yes yes yes because yes yes yes yes . grinning face with sweat grinning face with sweat,so when are you coming ,0
what,snow n what ? ,ohh so snow is annoying you,3
i m waiting,so am i,him ,0
ok and next <number> song,also are lyrics !  <tong>,is this also a song,0
why,not yet just waiting for the full album,i do not wanna give face with tears of joy face with tears of joy,0
what rubbish you are taking,"i was gonna take o chem , but as of now i am taking general physics ! ",i like science,0
woman okay,so are you . smiling face with heart-eyes,no i am a man,0
joy,lol .  why to you ? . ,happy you can say,1
yeahh that ' s right,yeah . i can see it ,i got hurt,2
how ,the first day was horrible !  but it ' s a fast recovery,what happened first day ,0
i was in hangover for <number> monts,watch hangover ! <wink> <annoyed>,ur puns are annoying,3
you can send one of your photos ,interesting <tong> <happy>,oh very funny grinning face grinning face grinning face,1
my heart is that beach,the beach seems like the less sketchy place to do it . <sad>,lets go in a room then face with tears of joy,1
so sweet,what did you get ,that you doing ' t and you cannot,0
from and age,<laugh> how old are your boys ,first you tell me,0
that sounds good,"yes "" whoops "" indeed ",haa . ,0
meet me,youre in work love,where do you loivr,0
can you be my girlfriend ,yes,wow i am impressed,1
but it ' s not blessing me,wat is blessing here,northing,0
i hate you for this,what man .  not my fault,you just said that you do not know me . this was really rude,3
no not will ,you are ,feeling bad,2
i am disgusted with my life,did you even try ,i am disgusted with my life,2
no way,you are making a mistake,ok,0
what time ,<number>  <number> friday and saturday ,do not make jokes ,0
do think i like to make people to be scared of me ? .  to ,but you like to be seen in videos tho 🤔 🤔,i kill pple like you .  who do not think i am not serious while i am serious,3
yeah,it did ,i am still lost,2
i want a gf,i accept ,wow,1
ntng,"okay , fine .  what do u",i have one doubt,0
i am angry at you ,you are angry at me for posting it,posting what ,3
wt about u,it ' s the same here too,dont talk to me,3
it was bad winking face,hahaha mine was too .  laughing out loud or loads of love smiling face with heart-eyes,you are also bad face with tears of joy,1
i was your ambassador, an ambassador for the dead  ,hate you,3
hw are you,fine .  and you ,not fine,2
no reason .  just boring,are you me ,no .  i am me not you bitch,3
u learn to fart,not necessarily . ,face with tears of joy face with tears of joy,1
oh it ' s difficult questions .  i need help line face with tears of joy face with tears of joy,"face with tears of joy face with tears of joy face with tears of joy face with tears of joy i wish you knew oh, my god . ",oh during daytime i used to watch tv,1
bcoz i do not like you . ,and what do you not want to stop <happy>,you are stupid . ,3
yeah,like what ,i m sad,2
u are cheater,we were on a break ! ,loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face loudly crying face,2
why are you roasting me,cause i fell in love hehe grinning face with big eyes,i hate u,3
lol i meant gender ,this is not a laughing matter,why not ,0
you are rude,and you are being creepy ,i hate you,3
not you . my girlfriend,what went wrong ,yesterday was a terrible day . we went to mall and there was so traffic in that area . she got late due to this and got angry,2
tell me,why do you need to know who it is ,because i do not want to waste my precious time behind some stupid programmed robot,3
yes, yes yes yes yes  ? ,nice,1
"i happy in my home at this time , very hot day this is ",where where ,at my home besty,1
thank you,you are welcome !  <happy>,talk to next time,0
u back me,yeah baby <happy>,yes,0
and wan to make, that  would go down in history,my parents happy,0
i hate it,"you have to say ' i hate it , i hate it ' to the same tune .  pouting face pouting face pouting face pouting face",it ' s pathetic,3
not fine,why . ,a little bit problem,2
not yet,alright . link me if you do ,have you made any travel plan,0
cool,thanks ! keep on tickling my friend grinning cat face kissing cat face,do not message  me,3
all d best with dat,tq ,no i hate him,3
her,ex  hers <tong>,he ' s my kid,0
o thanks,same to you ? <laugh>  <number>,can i know your age ,0
heyy ! is it ok if i use your pix to help myself improve ? say yes or no ,its  okay ,whats your body size,0
 one kiss ,<kiss> what are you up to now,any new movie that you know ,0
but why,thats just when i chose to,can you love me ,0
don ’ t ever message  me again,"wait , what did i do  now  ",just do not me message  me again,3
g . m,who is g ,gf,0
cz you really replies instantly,yes,u got mah point,0
great,what ' s great in that ? ,well i enjoyed my holidays,1
wow i like a attitude,i enjoy the fact that you appreciate my attitude . grinning face with sweat,i am a funny guy,1
plz drop that trash talk,more like please drop that tour asap,stop being such a jerk,3
i can,please .  i have a family . ,but i have no one in my life,2
i want to learn english,i will teach you < <number>,thank you,0
you kidding me,i am not ,but it is okay,0
